retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0002,WMT-190652,2025-02-01,4,8.72,0.88,7.84,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-31,4,8.72,0.88,7.84,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-31,11,47.08,4.73,42.35,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-31,12,51.36,5.16,46.2,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-01,6,25.68,2.58,23.1,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-31,6,34.62,3.48,31.14,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-31,5,29.5,4.4,25.1,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-31,14,82.6,12.32,70.28,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-02-01,2,4.08,0.0,4.08,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-31,8,16.32,0.0,16.32,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-02-01,27,36.99,9.18,27.81,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-01,20,27.4,6.8,20.6,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-31,7,17.85,0.0,17.85,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-02-01,8,20.4,0.0,20.4,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-02-01,6,15.3,0.0,15.3,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-31,1,5.58,0.0,5.58,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-31,8,44.64,0.0,44.64,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-01,16,89.28,17.92,71.36,5.58,4.46,IN_STORE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-01,27,252.99,50.49,202.5,9.37,7.5,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-01,5,11.25,2.25,9.0,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-02-01,1,2.25,0.45,1.8,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-31,2,8.14,2.44,5.7,4.07,2.85,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-31,18,73.26,21.96,51.3,4.07,2.85,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-31,10,45.9,4.6,41.3,4.59,4.13,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-01,6,27.54,2.76,24.78,4.59,4.13,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-31,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-02-01,6,36.0,0.0,36.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-31,4,24.0,0.0,24.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-01,7,42.0,0.0,42.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-01-31,3,17.1,5.13,11.97,5.7,3.99,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-02-01,2,11.4,3.42,7.98,5.7,3.99,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-01,24,33.36,5.04,28.32,1.39,1.18,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-02-01,15,20.85,3.15,17.7,1.39,1.18,IN_STORE
RTL-TGT,S-TGT-0004,TGT-286095,2025-01-31,19,169.86,16.91,152.95,8.94,8.05,IN_STORE
RTL-TGT,S-TGT-0004,TGT-286095,2025-02-01,15,134.1,13.35,120.75,8.94,8.05,IN_STORE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-01,16,143.04,14.24,128.8,8.94,8.05,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-31,2,12.72,0.0,12.72,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-02-01,2,12.72,0.0,12.72,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-01-31,2,5.42,1.08,4.34,2.71,2.17,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-31,3,20.7,4.14,16.56,6.9,5.52,IN_STORE
RTL-KRG,S-KRG-0007,KRG-461104,2025-01-31,16,156.96,39.2,117.76,9.81,7.36,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-02-01,8,20.16,0.0,20.16,2.52,2.52,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-02-01,3,14.1,0.0,14.1,4.7,4.7,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-31,4,25.56,0.0,25.56,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-01,22,140.58,28.16,112.42,6.39,5.11,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-01-31,2,12.44,1.86,10.58,6.22,5.29,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-31,17,38.42,,34.51,2.26,2.03,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-31,13,33.02,8.19,24.83,2.54,1.91,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-31,15,95.55,9.6,85.95,6.37,5.73,MARKETPLACE
