retailer_id,store_id,retailer_product_id,snapshot_date,on_hand_units,on_order_units,reserved_qty,available_units
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-01,0,23.0,0,0
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-01,2,36.0,0,2
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-01,2,49.0,0,2
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-01,0,36.0,0,0
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-01,0,59.0,0,0
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-01,0,49.0,0,0
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-01,1,37.0,0,1
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-01,5,67.0,0,5
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-01,5,62.0,0,5
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-01,16,205.0,1,15
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-01,27,293.0,1,26
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-01,2,31.0,0,2
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-01,6,100.0,0,6
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-01,0,28.0,0,0
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-01,1,43.0,0,1
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-01,0,50.0,0,0
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-01,5,58.0,0,5
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-01,7,45.0,0,7
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-01,0,36.0,0,0
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-01,0,26.0,0,0
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-01,0,34.0,0,0
RTL-KRG,S-KRG-0007,KRG-655748,2025-01-01,0,12.0,0,0
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-01,1,24.0,0,1
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-01-01,0,34.0,0,0
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-01-01,5,60.0,0,5
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-01,0,97.0,0,0
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-01,12,96.0,0,12
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-01,0,46.0,0,0
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-01,0,54.0,0,0
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-01,0,36.0,0,0
