retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-01,2,4.36,0.0,4.36,2.18,2.18,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-01,1,2.18,0.0,2.18,2.18,2.18,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-01,5,21.4,0.0,21.4,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-01,5,28.85,0.0,28.85,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-01,4,23.08,0.0,23.08,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-01,3,17.7,0.0,17.7,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-01,1,5.9,0.0,5.9,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-01,2,4.08,0.0,4.08,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-01,8,16.32,0.0,16.32,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-01,10,13.7,0.0,13.7,1.37,1.37,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-01,13,17.81,0.0,17.81,1.37,1.37,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-01,3,16.74,0.0,16.74,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-01,7,39.06,0.0,39.06,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-01,2,12.0,0.0,12.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-01,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-01-01,2,2.78,0.0,2.78,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-01,2,2.78,0.0,2.78,1.39,1.39,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-01,3,19.08,0.0,19.08,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-01,3,19.08,0.0,19.08,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-01,3,21.06,0.0,21.06,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-01,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-01-01,4,10.08,0.0,10.08,2.52,2.52,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-01-01,7,44.24,0.0,44.24,6.32,6.32,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-01,8,51.12,0.0,51.12,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-01,5,11.3,0.0,11.3,2.26,2.26,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-01,6,15.24,0.0,15.24,2.54,2.54,MARKETPLACE
