retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-02-18,1,2.18,0.0,2.18,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0002,WMT-190652,2025-02-17,1,2.18,0.0,2.18,2.18,2.18,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-18,2,4.36,0.0,4.36,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-17,2,8.56,1.28,7.28,4.28,3.64,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-18,5,21.4,0.0,21.4,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-02-17,10,42.8,6.4,36.4,4.28,3.64,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-10,7,29.96,4.48,25.48,4.28,3.64,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-17,9,51.93,5.22,46.71,5.77,5.19,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-18,13,75.01,7.54,67.47,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-02-17,15,86.55,8.7,77.85,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-02-18,5,29.5,4.4,25.1,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-18,10,59.0,8.8,50.2,5.9,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-505726,2025-02-17,6,12.24,2.46,9.78,2.04,1.63,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-02-18,3,6.12,0.0,6.12,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-02-17,6,12.24,2.46,9.78,2.04,1.63,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-505726,2025-02-18,6,12.24,0.0,12.24,2.04,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-17,7,9.59,1.89,7.7,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-17,23,31.51,,25.3,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-02-18,6,15.3,0.0,15.3,2.55,2.55,IN_STORE
