retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-13,4,8.72,0.88,7.84,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-14,2,4.36,0.44,3.92,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-14,8,34.24,6.88,27.36,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-13,5,21.4,4.3,17.1,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-13,3,17.31,2.61,14.7,5.77,4.9,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-13,12,69.24,10.44,58.8,5.77,4.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-14,3,17.7,3.54,14.16,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-14,9,53.1,10.62,42.48,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-14,6,35.4,7.08,28.32,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-13,5,10.2,2.05,8.15,2.04,1.63,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-13,8,16.32,3.28,13.04,2.04,1.63,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-14,11,22.44,4.51,17.93,2.04,1.63,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-13,11,22.44,4.51,17.93,2.04,1.63,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-13,11,15.07,3.74,11.33,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-14,6,8.22,2.04,6.18,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-13,13,17.81,4.42,13.39,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-13,12,16.44,4.08,12.36,1.37,1.03,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-14,11,15.07,3.74,11.33,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-14,2,5.1,0.0,5.1,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-13,1,2.55,0.0,2.55,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-14,4,10.2,0.0,10.2,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-13,4,22.32,2.24,20.08,5.58,5.02,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-14,7,39.06,3.92,35.14,5.58,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-13,18,100.44,10.08,90.36,5.58,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-14,12,66.96,6.72,60.24,5.58,5.02,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-13,1,2.25,0.23,2.02,2.25,2.02,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-14,7,28.49,0.0,28.49,4.07,4.07,
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-14,3,12.21,0.0,12.21,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-13,6,27.54,6.9,20.64,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-14,8,36.72,9.2,27.52,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-13,8,36.72,9.2,27.52,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-14,7,32.13,8.05,24.08,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-13,9,54.0,8.1,45.9,6.0,5.1,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-14,7,42.0,6.3,35.7,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-13,1,5.7,0.86,4.84,5.7,4.84,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-01-13,6,8.34,0.0,8.34,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-14,3,4.17,0.0,4.17,1.39,1.39,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-13,4,25.44,5.08,20.36,6.36,5.09,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-14,7,44.52,8.89,35.63,6.36,5.09,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-13,4,28.08,5.6,22.48,7.02,5.62,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-655748,2025-01-13,1,2.71,0.27,2.44,2.71,2.44,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-655748,2025-01-14,2,5.42,0.54,4.88,2.71,2.44,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-14,2,13.8,0.0,13.8,6.9,6.9,RETAILER_ONLINE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-01-13,11,45.98,0.0,45.98,4.18,4.18,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-01-13,17,107.44,21.42,86.02,6.32,5.06,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-01-13,3,18.66,0.0,18.66,6.22,6.22,MARKETPLACE
