order_id,order_date,customer_id,product_id,units_ordered,unit_price,discount_amount,net_sales,order_status,fulfillment_type,return_flag
ORD-00000075,2025-01-13,CUST-0000195,P00002,1,5.05,0.0,5.05,DELIVERED,STANDARD_SHIP,False
ORD-00000076,2025-01-13,CUST-0000158,P00004,2,7.51,0.0,15.02,DELIVERED,STANDARD_SHIP,False
ORD-00000079,2025-01-13,CUST-0000056,P00009,1,3.29,0.49,2.8,SHIPPED,STANDARD_SHIP,False
ORD-00000080,2025-01-13,CUST-0000126,P00009,1,3.29,0.0,3.29,DELIVERED,STANDARD_SHIP,False
ORD-00000081,2025-01-14,CUST-0000447,P00004,2,7.51,1.08,13.94,DELIVERED,EXPEDITED_SHIP,False
ORD-00000082,2025-01-14,CUST-0000149,P00004,2,7.51,0.0,15.02,PROCESSING,EXPEDITED_SHIP,False
ORD-00000083,2025-01-14,CUST-0000160,P00006,1,7.47,0.0,7.47,DELIVERED,STANDARD_SHIP,False
ORD-00000085,2025-01-14,CUST-0000021,P00008,1,1.86,0.0,1.86,DELIVERED,EXPEDITED_SHIP,False
ORD-00000086,2025-01-14,CUST-0000149,P00009,2,3.29,0.0,6.58,DELIVERED,STANDARD_SHIP,False
ORD-00000087,2025-01-14,CUST-0000428,P00009,1,3.29,0.0,3.29,DELIVERED,EXPEDITED_SHIP,False
