retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0002,WMT-190652,2025-02-18,3,6.54,0.0,6.54,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-02-18,7,29.96,0.0,29.96,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-18,6,25.68,0.0,25.68,4.28,4.28,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-18,4,23.08,2.32,20.76,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-02-18,12,69.24,6.96,62.28,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-02-19,9,53.1,7.92,45.18,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-19,6,35.4,5.28,30.12,5.9,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-18,9,53.1,7.92,45.18,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-02-18,3,6.12,0.0,6.12,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-18,9,12.33,2.43,9.9,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-02-18,14,19.18,3.78,15.4,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-18,16,21.92,4.32,17.6,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-02-18,4,10.2,0.0,10.2,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-02-18,2,5.1,0.0,5.1,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-02-19,8,44.64,6.72,37.92,5.58,4.74,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-934754,2025-02-18,16,89.28,13.44,75.84,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-02-19,12,66.96,10.08,56.88,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0003,WMT-871117,2025-02-18,11,103.07,0.0,103.07,9.37,9.37,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-18,2,4.5,0.46,4.04,2.25,2.02,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-02-19,2,4.5,0.46,4.04,2.25,2.02,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-09,6,24.42,7.32,17.1,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-19,10,40.7,12.2,28.5,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-18,10,40.7,12.2,28.5,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-19,10,40.7,12.2,28.5,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-18,8,36.72,3.68,33.04,4.59,4.13,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-19,11,50.49,5.06,45.43,4.59,4.13,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-02-18,5,30.0,6.0,24.0,6.0,4.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-18,4,5.56,0.0,5.56,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-19,4,5.56,0.0,5.56,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-02-04,7,9.73,0.0,9.73,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0004,TGT-286095,2025-02-19,18,160.92,32.22,128.7,8.94,7.15,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-18,21,187.74,37.59,150.15,8.94,7.15,IN_STORE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-19,23,205.62,41.17,164.45,8.94,7.15,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-576632,2025-02-19,4,25.44,2.56,22.88,6.36,5.72,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-02-18,4,25.44,2.56,22.88,6.36,5.72,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-18,1,7.02,0.0,7.02,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-19,4,28.08,0.0,28.08,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-02-19,2,14.04,0.0,14.04,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-18,6,16.26,1.62,14.64,2.71,2.44,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-19,4,10.84,1.08,9.76,2.71,2.44,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-461104,2025-02-19,5,49.05,0.0,49.05,9.81,9.81,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-18,14,58.52,0.0,58.52,4.18,4.18,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-02-18,9,42.3,4.23,38.07,4.7,4.23,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-02-19,9,56.88,5.67,51.21,6.32,5.69,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-18,5,31.95,0.0,31.95,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-19,5,31.95,0.0,31.95,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-02-18,3,18.66,1.86,16.8,6.22,5.6,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-02-19,2,12.44,1.24,11.2,6.22,5.6,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-02-19,7,15.82,0.0,15.82,2.26,2.26,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-02-18,21,32.13,7.98,24.15,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-02-19,19,29.07,7.22,21.85,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-02-19,11,27.94,8.36,19.58,2.54,1.78,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-02-19,16,101.92,20.32,81.6,6.37,5.1,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-594451,2025-02-18,14,129.78,0.0,129.78,9.27,9.27,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-594451,2025-02-19,8,74.16,0.0,74.16,9.27,9.27,MARKETPLACE
