retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-24,3,6.54,0.66,5.88,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-23,3,6.54,0.66,5.88,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-24,3,6.54,0.66,5.88,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-23,6,25.68,2.58,23.1,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-24,6,25.68,2.58,23.1,4.28,3.85,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-23,11,47.08,4.73,42.35,4.28,3.85,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-23,8,34.24,3.44,30.8,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-24,5,21.4,2.15,19.25,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-23,10,57.7,5.8,51.9,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-24,9,51.93,5.22,46.71,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-23,5,29.5,5.9,23.6,5.9,4.72,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-23,8,47.2,9.44,37.76,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-23,5,29.5,5.9,23.6,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-24,5,29.5,5.9,23.6,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-24,4,8.16,0.8,7.36,2.04,1.84,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-23,11,22.44,2.2,20.24,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-24,13,26.52,2.6,23.92,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-23,13,17.81,4.42,13.39,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-24,16,21.92,0.0,21.92,1.37,1.37,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-23,15,20.55,5.1,15.45,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-24,9,12.33,0.0,12.33,1.37,1.37,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-23,1,2.55,0.0,2.55,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-24,6,15.3,3.06,12.24,2.55,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-23,2,5.1,0.0,5.1,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-23,3,7.65,0.0,7.65,2.55,2.55,IN_STORE
