retailer_id,store_id,retailer_product_id,snapshot_date,on_hand_units,on_order_units,reserved_qty,available_units
RTL-WMT,S-WMT-0002,WMT-190652,2025-02-26,2,0.0,0,2
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-26,5,0.0,0,5
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-26,9,0.0,0,9
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-26,0,0.0,0,0
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-26,0,0.0,0,0
RTL-WMT,S-WMT-0003,WMT-808690,2025-02-26,0,0.0,0,0
RTL-WMT,S-WMT-0002,WMT-505726,2025-02-26,37,0.0,0,37
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-26,57,0.0,4,53
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-26,86,0.0,0,86
RTL-WMT,S-WMT-0001,WMT-925729,2025-02-26,152,0.0,5,147
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-26,10,0.0,0,10
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-26,28,0.0,2,26
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-26,31,0.0,2,29
RTL-TGT,S-TGT-0004,TGT-656076,2025-02-26,15,0.0,1,14
RTL-TGT,S-TGT-0004,TGT-292925,2025-02-26,47,0.0,1,46
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-26,35,0.0,2,33
RTL-TGT,S-TGT-0005,TGT-833452,2025-02-26,9,0.0,0,9
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-26,329,0.0,25,304
RTL-KRG,S-KRG-0006,KRG-576632,2025-02-26,61,0.0,1,60
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-26,5,0.0,0,5
RTL-KRG,S-KRG-0007,KRG-302343,2025-02-26,4,0.0,0,4
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-26,2,0.0,0,2
RTL-KRG,S-KRG-0006,KRG-167383,2025-02-26,0,0.0,0,0
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-02-26,32,0.0,1,31
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-02-26,53,0.0,3,50
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-02-26,2,0.0,0,2
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-26,82,0.0,2,80
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-02-26,12,0.0,0,12
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-02-26,72,0.0,3,69
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-02-26,4,0.0,0,4
