retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-29,4,8.72,0.88,7.84,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-30,4,8.72,0.88,7.84,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-29,2,4.36,0.44,3.92,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-29,2,8.56,0.86,7.7,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-29,5,21.4,2.15,19.25,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-30,12,51.36,5.16,46.2,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-29,6,25.68,2.58,23.1,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-30,10,57.7,5.8,51.9,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-29,4,23.08,0.0,23.08,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-30,10,57.7,5.8,51.9,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-30,7,41.3,6.16,35.14,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-29,6,35.4,5.28,30.12,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-30,10,59.0,8.8,50.2,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-29,2,11.8,1.76,10.04,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-30,2,11.8,1.76,10.04,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-30,4,8.16,0.0,8.16,2.04,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-29,4,8.16,0.0,8.16,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-30,3,6.12,0.0,6.12,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-29,26,35.62,8.84,26.78,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-30,20,27.4,6.8,20.6,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-29,22,30.14,7.48,22.66,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-29,11,28.05,5.61,22.44,2.55,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-30,7,17.85,3.57,14.28,2.55,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-29,5,12.75,2.55,10.2,2.55,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-30,2,5.1,1.02,4.08,2.55,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-29,9,50.22,0.0,50.22,5.58,5.58,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-30,10,55.8,0.0,55.8,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-30,2,11.16,0.0,11.16,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-30,2,4.5,0.9,3.6,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-29,7,28.49,8.54,19.95,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-30,15,61.05,18.3,42.75,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-29,2,9.18,0.0,9.18,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-30,7,32.13,3.22,28.91,4.59,4.13,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-29,4,24.0,0.0,24.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-30,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-30,3,18.0,0.0,18.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-23,8,11.12,1.68,9.44,1.39,1.18,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-29,10,13.9,2.1,11.8,1.39,1.18,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-30,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-30,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-01-30,2,14.04,2.8,11.24,7.02,5.62,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-655748,2025-01-30,4,10.84,2.16,8.68,2.71,2.17,
RTL-KRG,S-KRG-0007,KRG-655748,2025-01-29,1,2.71,0.54,2.17,2.71,2.17,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-29,4,27.6,5.52,22.08,6.9,5.52,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-01-29,4,10.08,0.0,10.08,2.52,2.52,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-01-30,5,12.6,0.0,12.6,2.52,2.52,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-01-29,3,14.1,0.0,14.1,4.7,4.7,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-01-30,2,9.4,0.0,9.4,4.7,4.7,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-01-30,26,164.32,41.08,123.24,6.32,4.74,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-29,7,44.73,0.0,44.73,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-30,8,51.12,0.0,51.12,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-01-29,2,12.44,1.86,10.58,6.22,5.29,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-01-30,3,18.66,2.79,15.87,6.22,5.29,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-29,10,22.6,2.3,20.3,2.26,2.03,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-30,11,24.86,2.53,22.33,2.26,2.03,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-29,12,30.48,7.56,22.92,2.54,1.91,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-29,4,25.48,0.0,25.48,6.37,6.37,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-30,16,101.92,10.24,91.68,6.37,5.73,MARKETPLACE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-30,2,5.1,1.02,4.08,2.55,2.04,IN_STORE
