retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-12,1,2.18,0.22,1.96,2.18,1.96,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-13,2,4.36,0.44,3.92,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-12,2,4.36,0.44,3.92,2.18,1.96,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-13,3,6.54,0.66,5.88,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-13,2,8.56,1.72,6.84,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-13,14,59.92,12.04,47.88,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-12,7,29.96,6.02,23.94,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-12,7,40.39,6.09,34.3,5.77,4.9,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-13,7,40.39,6.09,34.3,5.77,4.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-13,3,17.7,3.54,14.16,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-12,10,59.0,11.8,47.2,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-13,9,53.1,10.62,42.48,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-13,7,41.3,8.26,33.04,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-12,13,26.52,5.33,21.19,2.04,1.63,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-12,11,22.44,4.51,17.93,2.04,1.63,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-12,4,10.2,0.0,10.2,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-13,3,7.65,0.0,7.65,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-13,3,7.65,0.0,7.65,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-12,3,16.74,1.68,15.06,5.58,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-12,16,89.28,8.96,80.32,5.58,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-12,11,61.38,6.16,55.22,5.58,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-13,10,55.8,5.6,50.2,5.58,5.02,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-12,6,13.5,1.38,12.12,2.25,2.02,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-13,3,6.75,0.69,6.06,2.25,2.02,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-12,3,6.75,0.69,6.06,2.25,2.02,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-12,4,16.28,0.0,16.28,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-13,3,12.21,0.0,12.21,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-13,3,12.21,0.0,12.21,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-12,7,32.13,8.05,24.08,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-12,7,42.0,6.3,35.7,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-12,8,48.0,7.2,40.8,6.0,5.1,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-13,7,42.0,6.3,35.7,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-01-12,2,11.4,1.72,9.68,5.7,4.84,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-13,2,2.78,0.0,2.78,1.39,1.39,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-12,2,12.72,2.54,10.18,6.36,5.09,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-12,5,31.8,6.35,25.45,6.36,5.09,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-13,1,6.36,1.27,5.09,6.36,5.09,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-302343,2025-01-12,1,7.02,1.4,5.62,7.02,5.62,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-01-13,7,49.14,9.8,39.34,7.02,5.62,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-12,6,42.12,8.4,33.72,7.02,5.62,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-01-12,4,10.84,1.08,9.76,2.71,2.44,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-01-13,1,2.71,0.27,2.44,2.71,2.44,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-13,7,48.3,0.0,48.3,6.9,6.9,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-13,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
