retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-18,3,6.54,0.66,5.88,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-19,1,2.18,0.22,1.96,2.18,1.96,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-18,7,15.26,1.54,13.72,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-18,4,17.12,0.0,17.12,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-19,7,29.96,0.0,29.96,4.28,4.28,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-19,7,41.3,8.26,33.04,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-19,6,35.4,7.08,28.32,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-19,5,10.2,0.0,10.2,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-18,4,8.16,0.0,8.16,2.04,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-19,9,18.36,0.0,18.36,2.04,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-18,6,12.24,0.0,12.24,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-19,3,6.12,0.0,6.12,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-18,15,20.55,5.1,15.45,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-19,19,26.03,6.46,19.57,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-19,4,10.2,0.0,10.2,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-18,5,12.75,0.0,12.75,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-19,4,10.2,0.0,10.2,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-19,2,11.16,0.0,11.16,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-18,9,50.22,0.0,50.22,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-18,7,39.06,0.0,39.06,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-19,9,50.22,0.0,50.22,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-18,7,15.75,3.15,12.6,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-19,4,9.0,1.8,7.2,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-18,2,4.5,0.9,3.6,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-19,2,4.5,0.9,3.6,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-19,3,12.21,0.0,12.21,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-18,12,55.08,13.8,41.28,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-19,9,41.31,10.35,30.96,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-18,11,66.0,9.9,56.1,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-19,7,42.0,6.3,35.7,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-01-18,2,11.4,0.0,11.4,5.7,5.7,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-19,2,11.4,0.0,11.4,5.7,5.7,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-01-19,5,6.95,0.0,6.95,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-19,2,2.78,0.0,2.78,1.39,1.39,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-18,3,19.08,3.81,15.27,6.36,5.09,IN_STORE
