retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-26,5,10.9,1.1,9.8,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-27,4,8.72,0.88,7.84,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-26,4,17.12,1.72,15.4,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-26,9,38.52,3.87,34.65,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-26,1,5.77,0.0,5.77,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-26,5,29.5,0.0,29.5,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-26,7,14.28,1.4,12.88,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-27,7,14.28,1.4,12.88,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-26,15,30.6,3.0,27.6,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-27,9,18.36,1.8,16.56,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-26,10,13.7,0.0,13.7,1.37,1.37,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-27,13,17.81,4.42,13.39,1.37,1.03,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-26,8,10.96,0.0,10.96,1.37,1.37,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-27,16,21.92,5.44,16.48,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-26,1,2.55,0.51,2.04,2.55,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-26,5,27.9,0.0,27.9,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-27,4,22.32,0.0,22.32,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-27,5,27.9,0.0,27.9,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-26,1,2.25,0.45,1.8,2.25,1.8,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-26,4,9.0,1.8,7.2,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-01-27,4,9.0,1.8,7.2,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-26,10,40.7,12.2,28.5,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-26,3,13.77,0.0,13.77,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-27,7,32.13,0.0,32.13,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-26,5,30.0,4.5,25.5,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-27,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-01-27,1,5.7,0.57,5.13,5.7,5.13,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-26,3,17.1,1.71,15.39,5.7,5.13,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-27,4,22.8,2.28,20.52,5.7,5.13,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-01-26,18,25.02,3.78,21.24,1.39,1.18,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-27,11,15.29,2.31,12.98,1.39,1.18,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-26,4,25.44,0.0,25.44,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-26,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-01-26,6,42.12,8.4,33.72,7.02,5.62,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-01-27,3,8.13,1.62,6.51,2.71,2.17,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-26,2,13.8,2.76,11.04,6.9,5.52,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-27,1,6.9,1.38,5.52,6.9,5.52,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-26,2,13.8,2.76,11.04,6.9,5.52,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-27,3,20.7,4.14,16.56,6.9,5.52,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-01-27,9,22.68,4.5,18.18,2.52,2.02,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-01-26,10,41.8,0.0,41.8,4.18,4.18,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-01-27,5,20.9,0.0,20.9,4.18,4.18,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-27,9,57.51,0.0,57.51,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-01-26,1,6.22,0.0,6.22,6.22,6.22,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-26,12,27.12,2.76,24.36,2.26,2.03,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-01-26,23,35.19,8.74,26.45,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-01-27,18,27.54,6.84,20.7,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-26,19,48.26,11.97,36.29,2.54,1.91,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-26,11,70.07,0.0,70.07,6.37,6.37,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-27,2,12.74,0.0,12.74,6.37,6.37,MARKETPLACE
