retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-28,4,17.12,0.0,17.12,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-28,3,12.84,0.0,12.84,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-28,8,46.16,0.0,46.16,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-02-28,2,11.8,0.0,11.8,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-02-28,2,4.08,0.0,4.08,2.04,2.04,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-505726,2025-02-28,5,10.2,0.0,10.2,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-02-28,7,17.85,0.0,17.85,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-02-28,1,2.55,0.0,2.55,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-02-28,5,27.9,0.0,27.9,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-28,4,22.32,0.0,22.32,5.58,5.58,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-28,7,65.59,0.0,65.59,9.37,9.37,IN_STORE
RTL-WMT,S-WMT-0003,WMT-871117,2025-02-28,11,103.07,0.0,103.07,9.37,9.37,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-28,2,4.5,0.0,4.5,2.25,2.25,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-02-28,1,2.25,0.0,2.25,2.25,2.25,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-28,6,24.42,0.0,24.42,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-286095,2025-02-28,11,98.34,0.0,98.34,8.94,8.94,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-02-28,3,21.06,0.0,21.06,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-02-28,2,5.42,0.0,5.42,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-02-28,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
RTL-KRG,S-KRG-0007,KRG-461104,2025-02-28,7,68.67,0.0,68.67,9.81,9.81,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-02-28,4,18.8,0.0,18.8,4.7,4.7,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-02-28,10,63.2,0.0,63.2,6.32,6.32,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-02-28,3,7.62,0.0,7.62,2.54,2.54,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-02-28,3,19.11,0.0,19.11,6.37,6.37,MARKETPLACE
