retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-03,1,2.18,0.22,1.96,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-02,9,38.52,3.87,34.65,4.28,3.85,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-03,4,17.12,1.72,15.4,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-02-03,8,34.24,3.44,30.8,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-02,8,34.24,3.44,30.8,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-03,5,21.4,2.15,19.25,4.28,3.85,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-03,12,69.24,6.96,62.28,5.77,5.19,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-02,10,57.7,5.8,51.9,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-02-02,7,41.3,6.16,35.14,5.9,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-03,12,70.8,10.56,60.24,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-02,5,29.5,4.4,25.1,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-03,4,23.6,3.52,20.08,5.9,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-505726,2025-02-02,3,6.12,0.0,6.12,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-29,4,8.16,0.0,8.16,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-02-03,4,8.16,0.0,8.16,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-02-03,4,5.48,0.0,5.48,1.37,1.37,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-02,13,17.81,4.42,13.39,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-02-03,6,33.48,6.72,26.76,5.58,4.46,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-02,14,78.12,15.68,62.44,5.58,4.46,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-03,10,55.8,11.2,44.6,5.58,4.46,IN_STORE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-02,24,224.88,44.88,180.0,9.37,7.5,IN_STORE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-03,14,131.18,26.18,105.0,9.37,7.5,IN_STORE
RTL-WMT,S-WMT-0002,WMT-871117,2025-02-03,36,337.32,67.32,270.0,9.37,7.5,IN_STORE
RTL-WMT,S-WMT-0003,WMT-871117,2025-02-02,43,402.91,80.41,322.5,9.37,7.5,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-02,1,2.25,0.45,1.8,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-03,4,9.0,1.8,7.2,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-02,15,61.05,18.3,42.75,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-03,17,69.19,20.74,48.45,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-03,10,40.7,12.2,28.5,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-02,3,13.77,1.38,12.39,4.59,4.13,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-03,1,4.59,0.46,4.13,4.59,4.13,IN_STORE
