retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-17,5,10.9,1.1,9.8,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-18,5,10.9,1.1,9.8,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-17,11,47.08,9.46,37.62,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-18,3,12.84,0.0,12.84,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-17,8,34.24,6.88,27.36,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-18,13,55.64,0.0,55.64,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-18,4,23.08,0.0,23.08,5.77,5.77,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-17,8,46.16,0.0,46.16,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-18,7,40.39,0.0,40.39,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-18,3,17.31,0.0,17.31,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-17,12,70.8,14.16,56.64,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-18,4,23.6,4.72,18.88,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-18,11,64.9,12.98,51.92,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-17,11,64.9,12.98,51.92,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-18,7,41.3,8.26,33.04,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-18,4,8.16,0.0,8.16,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-17,10,13.7,3.4,10.3,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-18,16,21.92,5.44,16.48,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-17,18,24.66,6.12,18.54,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-18,19,26.03,6.46,19.57,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-18,2,5.1,0.0,5.1,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-17,1,2.55,0.0,2.55,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-18,7,17.85,0.0,17.85,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-934754,2025-01-17,1,5.58,0.0,5.58,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-17,9,50.22,0.0,50.22,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-17,4,16.28,0.0,16.28,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-18,10,40.7,0.0,40.7,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-17,6,24.42,0.0,24.42,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-17,6,27.54,6.9,20.64,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-17,11,50.49,12.65,37.84,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-18,6,27.54,6.9,20.64,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-18,14,84.0,12.6,71.4,6.0,5.1,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-17,6,36.0,5.4,30.6,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-01-17,3,17.1,0.0,17.1,5.7,5.7,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-18,1,5.7,0.0,5.7,5.7,5.7,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-01-18,2,2.78,0.0,2.78,1.39,1.39,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-18,10,13.9,0.0,13.9,1.39,1.39,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-17,7,44.52,8.89,35.63,6.36,5.09,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-18,5,31.8,6.35,25.45,6.36,5.09,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-01-17,1,7.02,0.0,7.02,7.02,7.02,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-18,3,21.06,0.0,21.06,7.02,7.02,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-17,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-17,2,13.8,0.0,13.8,6.9,6.9,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-01-18,25,104.5,26.25,78.25,4.18,3.13,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-01-17,5,23.5,0.0,23.5,4.7,4.7,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-01-18,13,82.16,0.0,82.16,6.32,6.32,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-01-17,32,48.96,12.16,36.8,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-01-18,29,44.37,11.02,33.35,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-17,15,38.1,9.45,28.65,2.54,1.91,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-18,19,48.26,11.97,36.29,2.54,1.91,MARKETPLACE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-18,7,41.3,8.26,33.04,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-17,11,47.08,9.46,37.62,4.28,3.42,IN_STORE
