retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-01,2,4.36,0.0,4.36,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-01,5,21.4,0.0,21.4,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-01,4,17.12,0.0,17.12,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-02,1,4.28,0.0,4.28,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-02,4,17.12,0.0,17.12,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-01,3,17.31,0.0,17.31,5.77,5.77,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-02,5,28.85,0.0,28.85,5.77,5.77,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-01,1,5.9,0.0,5.9,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-02,5,29.5,0.0,29.5,5.9,5.9,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-02,5,10.2,1.55,8.65,2.04,1.73,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-01,2,4.08,0.0,4.08,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-02,4,8.16,1.24,6.92,2.04,1.73,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-01,6,8.22,0.0,8.22,1.37,1.37,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-01,1,2.55,0.0,2.55,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-01,6,15.3,0.0,15.3,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-02,7,17.85,2.66,15.19,2.55,2.17,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-01,2,5.1,0.0,5.1,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-02,1,5.58,0.0,5.58,5.58,5.58,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-01,3,16.74,0.0,16.74,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-02,4,22.32,0.0,22.32,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-01,2,8.14,0.0,8.14,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-02,2,8.14,0.0,8.14,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-01,7,28.49,0.0,28.49,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-02,4,16.28,0.0,16.28,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-01,3,13.77,0.0,13.77,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-02,4,18.36,0.0,18.36,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-01,5,22.95,0.0,22.95,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-01-02,2,9.18,0.0,9.18,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-833452,2025-01-01,4,22.8,3.44,19.36,5.7,4.84,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-01,2,11.4,1.72,9.68,5.7,4.84,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-01-02,7,9.73,0.0,9.73,1.39,1.39,IN_STORE
