order_id,order_date,customer_id,product_id,units_ordered,unit_price,discount_amount,net_sales,order_status,fulfillment_type,return_flag
ORD-00000368,2025-02-21,CUST-0000488,P00002,1,5.05,0.0,5.05,DELIVERED,EXPEDITED_SHIP,False
ORD-00000369,2025-02-21,CUST-0000297,P00002,2,5.05,0.0,10.1,DELIVERED,STANDARD_SHIP,False
ORD-00000375,2025-02-21,CUST-0000333,P00006,1,7.47,0.0,7.47,DELIVERED,EXPEDITED_SHIP,False
ORD-00000376,2025-02-21,CUST-0000490,P00007,2,2.87,0.47,5.27,CANCELLED,STANDARD_SHIP,False
ORD-00000377,2025-02-21,CUST-0000200,P00009,1,3.29,0.0,3.29,DELIVERED,STANDARD_SHIP,False
ORD-00000378,2025-02-22,CUST-0000082,P00002,1,5.05,0.0,5.05,RETURNED,SUBSCRIBE_AND_SAVE,True
ORD-00000381,2025-02-22,CUST-0000423,P00005,1,8.03,0.0,8.03,DELIVERED,SUBSCRIBE_AND_SAVE,False
ORD-00000382,2025-02-22,CUST-0000481,P00007,1,2.87,0.0,2.87,DELIVERED,STANDARD_SHIP,False
ORD-00000383,2025-02-22,CUST-0000068,P00009,2,3.29,0.0,6.58,DELIVERED,STANDARD_SHIP,False
ORD-00000386,2025-02-22,CUST-0000132,P00012,2,11.92,0.0,23.84,DELIVERED,STANDARD_SHIP,False
