retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-04,5,10.9,1.1,9.8,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-01-03,6,13.08,1.32,11.76,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-01-03,6,25.68,0.0,25.68,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-04,16,68.48,13.76,54.72,4.28,3.42,IN_STORE
RTL-WMT,S-WMT-0003,WMT-495731,2025-01-03,9,38.52,0.0,38.52,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-01-03,4,23.08,3.48,19.6,5.77,4.9,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-01-04,9,51.93,7.83,44.1,5.77,4.9,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-04,4,23.6,0.0,23.6,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-04,2,4.08,0.62,3.46,2.04,1.73,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-03,13,26.52,4.03,22.49,2.04,1.73,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-04,13,26.52,4.03,22.49,2.04,1.73,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-04,20,27.4,6.8,20.6,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-03,15,20.55,5.1,15.45,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-04,18,24.66,6.12,18.54,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-01-04,15,20.55,5.1,15.45,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-03,7,17.85,2.66,15.19,2.55,2.17,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-04,12,30.6,4.56,26.04,2.55,2.17,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-03,9,22.95,3.42,19.53,2.55,2.17,IN_STORE
RTL-WMT,S-WMT-0002,WMT-925729,2025-01-04,14,35.7,5.32,30.38,2.55,2.17,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-925729,2025-01-03,11,28.05,4.18,23.87,2.55,2.17,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-03,6,33.48,0.0,33.48,5.58,5.58,IN_STORE
