retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-02-22,1,2.18,0.0,2.18,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0002,WMT-190652,2025-02-23,2,4.36,0.0,4.36,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-22,1,2.18,0.0,2.18,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-12,6,25.68,3.84,21.84,4.28,3.64,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-23,9,38.52,5.76,32.76,4.28,3.64,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-495731,2025-02-22,11,47.08,7.04,40.04,4.28,3.64,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-22,13,55.64,8.32,47.32,4.28,3.64,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-22,6,34.62,0.0,34.62,5.77,5.77,
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-23,6,34.62,0.0,34.62,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-02-23,1,5.77,0.0,5.77,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-02-22,7,41.3,6.16,35.14,5.9,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-23,10,59.0,8.8,50.2,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-22,5,29.5,4.4,25.1,5.9,5.02,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-23,7,41.3,6.16,35.14,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-02-23,3,6.12,0.0,6.12,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-02-22,4,8.16,0.0,8.16,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-22,9,12.33,2.43,9.9,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-23,11,15.07,2.97,12.1,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-22,20,27.4,5.4,22.0,1.37,1.1,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-636358,2025-02-23,14,19.18,3.78,15.4,1.37,1.1,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-934754,2025-02-22,6,33.48,5.04,28.44,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-02-23,4,22.32,3.36,18.96,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0002,WMT-934754,2025-02-23,16,89.28,13.44,75.84,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-22,16,89.28,13.44,75.84,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-22,27,252.99,25.38,227.61,9.37,8.43,IN_STORE
RTL-WMT,S-WMT-0002,WMT-871117,2025-02-23,45,421.65,42.3,379.35,9.37,8.43,IN_STORE
RTL-WMT,S-WMT-0003,WMT-871117,2025-02-23,35,327.95,32.9,295.05,9.37,8.43,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-23,2,4.5,0.0,4.5,2.25,2.25,IN_STORE
RTL-TGT,S-TGT-0005,TGT-458753,2025-02-22,4,9.0,0.0,9.0,2.25,2.25,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-22,17,69.19,20.74,48.45,4.07,2.85,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-23,2,8.14,0.0,8.14,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-23,4,16.28,0.0,16.28,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-02-23,2,9.18,0.0,9.18,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-02-23,6,36.0,,36.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-22,6,36.0,7.2,28.8,6.0,4.8,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-23,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-02-23,2,11.4,0.0,11.4,5.7,5.7,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-22,9,12.51,0.0,12.51,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-23,10,13.9,0.0,13.9,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0004,TGT-286095,2025-02-22,31,277.14,55.49,221.65,8.94,7.15,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-23,18,160.92,32.22,128.7,8.94,7.15,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-576632,2025-02-23,2,12.72,0.0,12.72,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-02-22,2,12.72,0.0,12.72,6.36,6.36,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-23,3,21.06,0.0,21.06,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-02-22,5,35.1,0.0,35.1,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-02-22,2,5.42,0.0,5.42,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-02-23,1,2.71,0.0,2.71,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-22,1,2.71,0.0,2.71,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-23,5,13.55,0.0,13.55,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-02-23,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-02-22,10,25.2,3.8,21.4,2.52,2.14,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-02-23,8,20.16,3.04,17.12,2.52,2.14,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-22,23,96.14,14.49,81.65,4.18,3.55,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-23,16,66.88,10.08,56.8,4.18,3.55,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-02-22,7,44.24,0.0,44.24,6.32,6.32,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-22,8,51.12,0.0,51.12,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-02-23,3,18.66,0.0,18.66,6.22,6.22,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-02-22,3,6.78,,6.78,2.26,2.26,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-02-22,28,42.84,10.64,32.2,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-02-23,11,16.83,0.0,16.83,1.53,1.53,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-02-22,8,20.32,0.0,20.32,2.54,2.54,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-02-23,4,10.16,0.0,10.16,2.54,2.54,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-02-22,10,63.7,0.0,63.7,6.37,6.37,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-594451,2025-02-23,8,74.16,0.0,74.16,9.27,9.27,MARKETPLACE
