retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-27,2,4.36,0.0,4.36,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-28,1,2.18,0.0,2.18,2.18,2.18,IN_STORE
RTL-WMT,S-WMT-0001,WMT-495731,2025-02-27,6,25.68,0.0,25.68,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-02-27,6,25.68,0.0,25.68,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-02-28,9,38.52,0.0,38.52,4.28,4.28,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-28,1,5.77,0.0,5.77,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-27,4,23.08,0.0,23.08,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-02-27,4,23.08,0.0,23.08,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0003,WMT-808690,2025-02-28,5,28.85,0.0,28.85,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-27,7,41.3,0.0,41.3,5.9,5.9,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-28,10,59.0,0.0,59.0,5.9,5.9,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-28,6,35.4,0.0,35.4,5.9,5.9,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-02-28,7,14.28,0.0,14.28,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-28,9,12.33,0.0,12.33,1.37,1.37,
RTL-WMT,S-WMT-0002,WMT-636358,2025-02-28,9,12.33,0.0,12.33,1.37,1.37,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-925729,2025-02-28,2,5.1,0.0,5.1,2.55,2.55,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-02-28,5,27.9,0.0,27.9,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-15,8,44.64,6.72,37.92,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-27,13,121.81,0.0,121.81,9.37,9.37,IN_STORE
RTL-WMT,S-WMT-0002,WMT-871117,2025-02-28,29,271.73,0.0,271.73,9.37,9.37,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-28,3,12.21,0.0,12.21,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-27,5,20.35,0.0,20.35,4.07,4.07,
RTL-TGT,S-TGT-0004,TGT-656076,2025-02-21,10,45.9,4.6,41.3,4.59,4.13,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-02-27,3,13.77,0.0,13.77,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-02-28,4,18.36,0.0,18.36,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-27,3,13.77,0.0,13.77,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-28,4,18.36,0.0,18.36,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-02-28,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-27,3,18.0,0.0,18.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-28,5,30.0,0.0,30.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-27,6,8.34,0.0,8.34,1.39,1.39,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-591638,2025-02-28,12,16.68,0.0,16.68,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-02-28,4,5.56,0.0,5.56,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-27,12,107.28,0.0,107.28,8.94,8.94,IN_STORE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-28,10,89.4,0.0,89.4,8.94,8.94,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-02-27,3,19.08,0.0,19.08,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-02-28,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-02-28,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-28,3,21.06,0.0,21.06,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-28,1,2.71,0.0,2.71,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-02-28,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
RTL-KRG,S-KRG-0006,KRG-461104,2025-02-27,5,49.05,0.0,49.05,9.81,9.81,IN_STORE
RTL-KRG,S-KRG-0006,KRG-461104,2025-02-28,15,147.15,0.0,147.15,9.81,9.81,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-02-28,5,12.6,0.0,12.6,2.52,2.52,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-19,6,25.08,0.0,25.08,4.18,4.18,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-28,9,37.62,0.0,37.62,4.18,4.18,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-02-27,11,69.52,0.0,69.52,6.32,6.32,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-27,4,25.56,0.0,25.56,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-02-28,5,31.95,0.0,31.95,6.39,6.39,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-474194,2025-02-27,1,6.22,0.0,6.22,6.22,6.22,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-02-27,3,6.78,0.0,6.78,2.26,2.26,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-02-28,6,13.56,0.0,13.56,2.26,2.26,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-02-27,11,16.83,0.0,16.83,1.53,1.53,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-02-28,18,27.54,0.0,27.54,1.53,1.53,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-594451,2025-02-28,21,194.67,0.0,194.67,9.27,9.27,
