retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0003,WMT-190652,2025-02-25,1,2.18,0.0,2.18,2.18,2.18,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-495731,2025-02-26,5,21.4,3.2,18.2,4.28,3.64,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-25,3,17.31,0.0,17.31,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0001,WMT-808690,2025-02-26,2,11.54,0.0,11.54,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-25,6,34.62,0.0,34.62,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-808690,2025-02-26,3,17.31,0.0,17.31,5.77,5.77,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-02-25,8,47.2,7.04,40.16,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0003,WMT-569754,2025-02-26,9,53.1,7.92,45.18,5.9,5.02,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-02-25,2,4.08,0.0,4.08,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-02-26,7,14.28,0.0,14.28,2.04,2.04,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-02-26,10,13.7,2.7,11.0,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-02-25,12,16.44,3.24,13.2,1.37,1.1,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-02-25,2,5.1,1.28,3.82,2.55,1.91,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-02-26,4,10.2,2.56,7.64,2.55,1.91,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-02-25,5,12.75,3.2,9.55,2.55,1.91,IN_STORE
RTL-WMT,S-WMT-0003,WMT-925729,2025-02-26,8,20.4,5.12,15.28,2.55,1.91,IN_STORE
RTL-WMT,S-WMT-0001,WMT-934754,2025-02-26,8,44.64,6.72,37.92,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-25,6,33.48,5.04,28.44,5.58,4.74,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-934754,2025-02-26,9,50.22,7.56,42.66,5.58,4.74,IN_STORE
RTL-WMT,S-WMT-0001,WMT-871117,2025-02-25,26,243.62,24.44,219.18,9.37,8.43,IN_STORE
RTL-WMT,S-WMT-0002,WMT-871117,2025-02-25,47,440.39,44.18,396.21,9.37,8.43,IN_STORE
RTL-WMT,S-WMT-0003,WMT-871117,2025-02-25,31,290.47,29.14,261.33,9.37,8.43,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-871117,2025-02-26,39,365.43,36.66,328.77,9.37,8.43,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-25,1,2.25,0.0,2.25,2.25,2.25,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-02-26,2,4.5,0.0,4.5,2.25,2.25,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-10,8,32.56,9.76,22.8,4.07,2.85,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-25,3,12.21,0.0,12.21,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-648173,2025-02-26,3,12.21,0.0,12.21,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-25,1,4.07,0.0,4.07,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-02-26,2,8.14,0.0,8.14,4.07,4.07,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-656076,2025-02-26,5,22.95,0.0,22.95,4.59,4.59,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-02-26,1,6.0,0.0,6.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-02-26,2,12.0,0.0,12.0,6.0,6.0,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-02-25,6,8.34,0.0,8.34,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-591638,2025-02-26,7,9.73,0.0,9.73,1.39,1.39,IN_STORE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-25,11,98.34,0.0,98.34,8.94,8.94,IN_STORE
RTL-TGT,S-TGT-0005,TGT-286095,2025-02-26,7,62.58,0.0,62.58,8.94,8.94,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-576632,2025-02-26,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-25,2,14.04,0.0,14.04,7.02,7.02,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-302343,2025-02-26,1,7.02,0.0,7.02,7.02,7.02,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-302343,2025-02-09,3,21.06,4.2,16.86,7.02,5.62,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-302343,2025-02-26,2,14.04,0.0,14.04,7.02,7.02,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-02-25,2,5.42,0.0,5.42,2.71,2.71,IN_STORE
RTL-KRG,S-KRG-0007,KRG-655748,2025-02-26,1,2.71,0.0,2.71,2.71,2.71,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-167383,2025-02-25,2,13.8,0.0,13.8,6.9,6.9,RETAILER_ONLINE
RTL-KRG,S-KRG-0007,KRG-167383,2025-02-25,1,6.9,0.0,6.9,6.9,6.9,IN_STORE
RTL-KRG,S-KRG-0006,KRG-461104,2025-02-25,16,156.96,31.36,125.6,9.81,7.85,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-687247,2025-02-25,5,12.6,1.9,10.7,2.52,2.14,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-25,13,54.34,8.19,46.15,4.18,3.55,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-02-26,18,75.24,11.34,63.9,4.18,3.55,MARKETPLACE
