retailer_id,store_id,retailer_product_id,transaction_date,units_sold,gross_sales,discount_amount,net_sales,regular_price,selling_price,sales_channel
RTL-WMT,S-WMT-0001,WMT-190652,2025-01-23,2,4.36,0.44,3.92,2.18,1.96,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-190652,2025-01-23,3,6.54,0.66,5.88,2.18,1.96,IN_STORE
RTL-WMT,S-WMT-0002,WMT-495731,2025-01-22,9,38.52,3.87,34.65,4.28,3.85,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-808690,2025-01-23,11,63.47,6.38,57.09,5.77,5.19,IN_STORE
RTL-WMT,S-WMT-0001,WMT-569754,2025-01-22,14,82.6,16.52,66.08,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0002,WMT-569754,2025-01-22,11,64.9,12.98,51.92,5.9,4.72,RETAILER_ONLINE
RTL-WMT,S-WMT-0003,WMT-569754,2025-01-22,4,23.6,4.72,18.88,5.9,4.72,IN_STORE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-22,6,12.24,1.2,11.04,2.04,1.84,RETAILER_ONLINE
RTL-WMT,S-WMT-0001,WMT-505726,2025-01-23,4,8.16,0.8,7.36,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0002,WMT-505726,2025-01-23,8,16.32,1.6,14.72,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0003,WMT-505726,2025-01-22,8,16.32,1.6,14.72,2.04,1.84,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-22,15,20.55,5.1,15.45,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-636358,2025-01-23,14,19.18,4.76,14.42,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0002,WMT-636358,2025-01-22,9,12.33,3.06,9.27,1.37,1.03,IN_STORE
RTL-WMT,S-WMT-0001,WMT-925729,2025-01-22,6,15.3,0.0,15.3,2.55,2.55,RETAILER_ONLINE
RTL-WMT,S-WMT-0002,WMT-934754,2025-01-23,6,33.48,0.0,33.48,5.58,5.58,IN_STORE
RTL-WMT,S-WMT-0003,WMT-934754,2025-01-23,4,22.32,0.0,22.32,5.58,5.58,IN_STORE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-22,4,9.0,1.8,7.2,2.25,1.8,RETAILER_ONLINE
RTL-TGT,S-TGT-0004,TGT-458753,2025-01-23,4,9.0,1.8,7.2,2.25,1.8,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-22,3,12.21,0.0,12.21,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-648173,2025-01-23,3,12.21,0.0,12.21,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0005,TGT-648173,2025-01-23,4,16.28,0.0,16.28,4.07,4.07,IN_STORE
RTL-TGT,S-TGT-0004,TGT-656076,2025-01-23,7,32.13,8.05,24.08,4.59,3.44,IN_STORE
RTL-TGT,S-TGT-0004,TGT-292925,2025-01-23,4,24.0,3.6,20.4,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-22,4,24.0,3.6,20.4,6.0,5.1,RETAILER_ONLINE
RTL-TGT,S-TGT-0005,TGT-292925,2025-01-23,8,48.0,7.2,40.8,6.0,5.1,IN_STORE
RTL-TGT,S-TGT-0005,TGT-833452,2025-01-22,3,17.1,1.71,15.39,5.7,5.13,IN_STORE
RTL-TGT,S-TGT-0004,TGT-591638,2025-01-22,17,23.63,3.57,20.06,1.39,1.18,IN_STORE
RTL-KRG,S-KRG-0006,KRG-576632,2025-01-22,4,25.44,0.0,25.44,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-22,3,19.08,0.0,19.08,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0007,KRG-576632,2025-01-23,1,6.36,0.0,6.36,6.36,6.36,IN_STORE
RTL-KRG,S-KRG-0006,KRG-302343,2025-01-22,3,21.06,4.2,16.86,7.02,5.62,IN_STORE
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-22,1,7.02,1.4,5.62,7.02,5.62,IN_STORE
RTL-KRG,S-KRG-0006,KRG-655748,2025-01-22,4,10.84,2.16,8.68,2.71,2.17,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-655748,2025-01-23,5,13.55,2.7,10.85,2.71,2.17,RETAILER_ONLINE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-22,2,13.8,2.76,11.04,6.9,5.52,IN_STORE
RTL-KRG,S-KRG-0006,KRG-167383,2025-01-23,5,34.5,6.9,27.6,6.9,5.52,IN_STORE
RTL-KRG,S-KRG-0007,KRG-167383,2025-01-23,3,20.7,4.14,16.56,6.9,5.52,IN_STORE
RTL-AMZ,S-AMZ-0008,AMZ-587168,2025-01-23,14,58.52,14.7,43.82,4.18,3.13,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-842746,2025-01-22,4,18.8,0.0,18.8,4.7,4.7,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-973034,2025-01-22,9,56.88,0.0,56.88,6.32,6.32,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-850327,2025-01-22,13,83.07,20.8,62.27,6.39,4.79,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-906944,2025-01-23,12,27.12,2.76,24.36,2.26,2.03,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-291008,2025-01-22,20,30.6,7.6,23.0,1.53,1.15,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-168136,2025-01-23,10,25.4,6.3,19.1,2.54,1.91,MARKETPLACE
RTL-AMZ,S-AMZ-0008,AMZ-225608,2025-01-22,10,63.7,6.4,57.3,6.37,5.73,MARKETPLACE
RTL-KRG,S-KRG-0007,KRG-302343,2025-01-22,1,7.02,1.4,5.62,7.02,5.62,IN_STORE
